SAN,1510282800000,5.551
SAN,1510282860000,5.569
SAN,1510282920000,5.579
SAN,1510282980000,5.569
SAN,1510283040000,5.572
SAN,1510283100000,5.581
SAN,1510283160000,5.581
SAN,1510283220000,5.585
SAN,1510283280000,5.596
SAN,1510283340000,5.6
SAN,1510283400000,5.589
SAN,1510283460000,5.583
SAN,1510283520000,5.591
SAN,1510283580000,5.605
SAN,1510283640000,5.587
SAN,1510283700000,5.59
SAN,1510283760000,5.594
SAN,1510283820000,5.605
SAN,1510283880000,5.607
SAN,1510283940000,5.615
SAN,1510284000000,5.606
SAN,1510284060000,5.599
SAN,1510284120000,5.596
SAN,1510284180000,5.593
SAN,1510284240000,5.587
SAN,1510284300000,5.6
SAN,1510284360000,5.593
SAN,1510284420000,5.585
SAN,1510284480000,5.584
SAN,1510284540000,5.581
SAN,1510284600000,5.579
SAN,1510284660000,5.576
SAN,1510284720000,5.572
SAN,1510284780000,5.574
SAN,1510284840000,5.563
SAN,1510284900000,5.56
SAN,1510284960000,5.557
SAN,1510285020000,5.566
SAN,1510285080000,5.571
SAN,1510285140000,5.57
SAN,1510285200000,5.571
SAN,1510285260000,5.575
SAN,1510285320000,5.577
SAN,1510285380000,5.571
SAN,1510285440000,5.568
SAN,1510285500000,5.572
SAN,1510285560000,5.573
SAN,1510285620000,5.569
SAN,1510285680000,5.57
SAN,1510285740000,5.57
SAN,1510285800000,5.56
SAN,1510285860000,5.556
SAN,1510285920000,5.553
SAN,1510285980000,5.553
SAN,1510286040000,5.556
SAN,1510286100000,5.551
SAN,1510286160000,5.557
SAN,1510286220000,5.561
SAN,1510286280000,5.564
SAN,1510286340000,5.565
SAN,1510286400000,5.567
SAN,1510286460000,5.57
SAN,1510286520000,5.572
SAN,1510286580000,5.578
SAN,1510286640000,5.574
SAN,1510286700000,5.574
SAN,1510286760000,5.576
SAN,1510286820000,5.574
SAN,1510286880000,5.575
SAN,1510286940000,5.575
SAN,1510287000000,5.57
SAN,1510287060000,5.572
SAN,1510287120000,5.572
SAN,1510287180000,5.566
SAN,1510287240000,5.564
SAN,1510287300000,5.562
SAN,1510287360000,5.558
SAN,1510287420000,5.56
SAN,1510287480000,5.558
SAN,1510287540000,5.558
SAN,1510287600000,5.561
SAN,1510287660000,5.564
SAN,1510287720000,5.566
SAN,1510287780000,5.565
SAN,1510287840000,5.563
SAN,1510287900000,5.559
SAN,1510287960000,5.557
SAN,1510288020000,5.557
SAN,1510288080000,5.554
SAN,1510288140000,5.554
SAN,1510288200000,5.552
SAN,1510288260000,5.548
SAN,1510288320000,5.553
SAN,1510288380000,5.551
SAN,1510288440000,5.555
SAN,1510288500000,5.556
SAN,1510288560000,5.555
SAN,1510288620000,5.559
SAN,1510288680000,5.56
SAN,1510288740000,5.559
SAN,1510288800000,5.557
SAN,1510288860000,5.559
SAN,1510288920000,5.561
SAN,1510288980000,5.561
SAN,1510289040000,5.558
SAN,1510289100000,5.558
SAN,1510289160000,5.556
